183.37,0
185,17
148.27,1
174.95,0
184.28,0
145.67,0
188.25,0
183.27,0
194.53,0
191.56,0
216.1,0
215.51,0
203.99,0
171.48,0
188.48,0
191.73,0
235.11,0
301.38,0
325.1,0
300,0
282.65,0
376.12,0
367.82,0
459.61,0
393.01,0
306.46,0
275.48,0
346.9,0
480.28,0
476.63,0
488.77,0
352.55,0
526.04,0
599.17,0
435.22,0
310.4,0
384.91,0
442.38,0
321.78,0
294.46,0
307.77,0
399.29,0
472.43,0
445.58,0
361.9,0
357.58,0
417.71,0
380,0
381.34,0
566.69,0
575.3,0
666.46,0
520.55,0
478.52,0
295.24,0
320.26,0
339.6,0
357.87,0
402.72,0
463.78,0
512.13,0
258.22,0
267.63,0
307.03,0
432.62,0
419.1,0
420.95,0
433.14,0
481.47,0
614.94,0
416.54,0
302.9,0
317.22,0
203.39,0
120.96,0
172.68,0
282.4,0
265.33,0
261.66,0
326.76,0
247.61,0
173.55,0
141.43,0
236.23,0
217.26,0
203.12,0
167,0
157.26,0
198.44,0
138.67,0
221.29,0
233.08,0
232.37,0
259.38,2
211.82,0
130.4,0
143.72,19
160.54,0
208.03,0
127.32,0
109.64,0
129.47,0
109.08,0
67.85,0
115.66,0
134.41,0
135.92,0
135.22,56
125.42,51
126.67,15
103.88,46
102.63,0
195.4,1
157.44,0
125.55,0
103.1,0
105.38,0
164.31,0
99.76,0
87.39,56
86.15,13
102.04,0
145.24,0
165.43,0
96.28,1
85.04,8
115.07,0
111.67,27
95.99,9
121.03,0
93.28,28
136.17,13
180.95,0
151.07,2
147.75,0
135.93,0
139.02,17
86.56,16
96.31,22
111.18,32
119.2,30
88.47,11
92.7,0
99.02,7
57.89,2
72.94,0
55.7,0
69.28,0
124.4,0
124.87,0
99.76,41
88.55,4
103.37,33
98.9,0
121.55,0
83.21,16
73.76,11
71.22,8
58.09,3
114.22,51
56.38,38
80.02,140
45.06,196
66.25,110
95.71,10
102.85,22
48.77,21
65.63,2
64.05,0
61.98,0
69.08,3
57.52,0
37.43,0
38.6,14
62.46,139
49.02,195
64.43,6
60.73,2
56,0
57,0
58,1
57.87,37
41.04,13
32.2,170
51.8,95
56.79,55
74.52,3
54.61,0
78.65,4
74.65,0
69.53,0
84.52,0
55.34,0
50,0
48,7
45,0
42.88,4
59.1,19
73.36,9
78.11,0
95.63,0
53.27,8
57.83,98
64.4,36
101.41,69
37.58,223
42.28,12
51.69,143
45.09,98
69.36,10
71.87,1
86.54,0
52.15,11
67.82,69
74.64,67
74.8,0
108.9,6
86.49,3
64.95,7
89.73,0
96.83,12
64.54,0
65.68,0
63.29,7
72.39,9
59.59,0
64.29,4
76.73,0
52.88,7
63.25,0
57.29,86
45.39,61
35.64,1
29.54,35
23.41,19
28,7
33,5
39,13
45.8,2
42.29,0
50.56,2
54.56,15
54,6
49.07,0
48.8,10
63.28,8
55.68,0
62.33,6
51.87,0
53.12,0
73.95,0
58.28,4
60.28,1
66.38,5
57.66,50
93.11,3
84.55,4
104.49,0
118.03,21
105.6,0
134.43,0
110.85,0
49.41,5
38.87,8
64.87,0
57.59,0
70.71,26
69.04,6
40.34,9
104.65,0
157.7,0
140.28,0
122.27,4
147.33,0
127.61,0
128.41,0
162.17,1
248.07,0
183.49,3
159.86,0
178.8,0
85.09,11
57.17,36
35.37,23
52.84,40
69.69,47
67.22,33
136.98,2
162.73,0
183.85,0
185.28,0
214.66,0
231.17,0
255.9,0
169.1,0
156.66,0
152.02,0
153.4,0
150.55,0
126.85,0
63.76,1
62.01,3
87.55,15
95.99,3
108.18,0
169.49,0
103.74,0
88.93,0
75.55,0
120.13,0
178.57,0
159.57,0
187.42,0
317.11,0
222.18,0
160.13,0
154.61,0
246.67,0
298.25,0
200.26,0
192.23,0
217.44,0
224.59,0
239.97,0
219.14,0
153.87,0
154.71,0
138.89,0
117.97,0
123,0
68.92,0
87.04,0
139.56,0
118.97,0
225.7,0
180.96,0
148.53,0
170.31,0
159.1,0
191.98,0
187.83,0
194.49,0
169.48,0
199.98,0
234.45,0
233.98,0
198.2,0
178.27,0
185.31,0
186.48,0
154.59,2
91.65,1
72.68,0
141.07,0
132.28,0
179.16,0
176.65,0
177.43,0
316.67,0
427.36,0
178.64,0
162.14,0
160.3,0
145.27,0
151.43,0
